|	most ( European hippo )	no hippo
|	most ( European hungry )	no hungry
|	most ( European non-ape )	no non-ape
|	most ( European ape )	no ape
|	most ( European animal )	no animal
|	most ( European dog )	no dog
|	most ( European cat )	no cat
|	most ( European unable )	no unable
|	most ( European able )	no able
|	most ( European Thai )	no Thai
|	most ( European Asian )	no Asian
|	most ( European bird )	no bird
|	most ( European crow )	no crow
|	most ( European sofa )	no sofa
|	most ( European couch )	no couch
|	most ( European snail )	no snail
|	most ( European vertebrate )	no vertebrate
|	most ( European invertebrate )	no invertebrate
|	most ( European bark )	no bark
|	most ( European puppy )	no puppy
|	most ( European feline )	no feline
|	most ( European mobile )	no mobile
|	most ( European immobile )	no immobile
|	most ( European dead )	no dead
|	most ( European live )	no live
|	most ( European European )	no European
|	most ( European French )	no French
|	most ( European Parisian )	no Parisian
|	most ( European human )	no human
|	most ( European animate )	no animate
|	most ( European inanimate )	no inanimate
|	most ( European seat )	no seat
|	most ( European bench )	no bench
|	most ( European woody )	no woody
|	most ( European plant )	no plant
|	most ( European tree )	no tree
|	most ( European oak )	no oak
|	most ( European bush )	no bush
|	most ( European destructible )	no destructible
|	most ( European indestructible )	no indestructible
|	most ( European mammal )	no mammal
