v	no ( European hippo )	some hippo
v	no ( European hungry )	some hungry
v	no ( European non-ape )	some non-ape
v	no ( European ape )	some ape
v	no ( European animal )	some animal
v	no ( European dog )	some dog
v	no ( European cat )	some cat
v	no ( European unable )	some unable
v	no ( European able )	some able
v	no ( European Thai )	some Thai
v	no ( European Asian )	some Asian
v	no ( European bird )	some bird
v	no ( European crow )	some crow
v	no ( European sofa )	some sofa
v	no ( European couch )	some couch
v	no ( European snail )	some snail
v	no ( European vertebrate )	some vertebrate
v	no ( European invertebrate )	some invertebrate
v	no ( European bark )	some bark
v	no ( European puppy )	some puppy
v	no ( European feline )	some feline
v	no ( European mobile )	some mobile
v	no ( European immobile )	some immobile
v	no ( European dead )	some dead
v	no ( European live )	some live
v	no ( European European )	some European
v	no ( European French )	some French
v	no ( European Parisian )	some Parisian
v	no ( European human )	some human
v	no ( European animate )	some animate
v	no ( European inanimate )	some inanimate
v	no ( European seat )	some seat
v	no ( European bench )	some bench
v	no ( European woody )	some woody
v	no ( European plant )	some plant
v	no ( European tree )	some tree
v	no ( European oak )	some oak
v	no ( European bush )	some bush
v	no ( European destructible )	some destructible
v	no ( European indestructible )	some indestructible
v	no ( European mammal )	some mammal
