<	two hippo	two non-ape
<	two dog	two non-ape
<	two cat	two non-ape
<	two bird	two non-ape
<	two crow	two non-ape
<	two sofa	two non-ape
<	two couch	two non-ape
<	two snail	two non-ape
<	two invertebrate	two non-ape
<	two puppy	two non-ape
<	two feline	two non-ape
<	two immobile	two non-ape
<	two seat	two non-ape
<	two bench	two non-ape
<	two woody	two non-ape
<	two plant	two non-ape
<	two tree	two non-ape
<	two oak	two non-ape
<	two bush	two non-ape
<	two indestructible	two non-ape
<	two human	two ape
<	two hippo	two animal
<	two hungry	two animal
<	two ape	two animal
<	two dog	two animal
<	two cat	two animal
<	two bird	two animal
<	two crow	two animal
<	two snail	two animal
<	two vertebrate	two animal
<	two invertebrate	two animal
<	two bark	two animal
<	two puppy	two animal
<	two feline	two animal
<	two human	two animal
<	two mammal	two animal
<	two puppy	two dog
<	two Thai	two Asian
<	two crow	two bird
<	two hippo	two vertebrate
<	two ape	two vertebrate
<	two dog	two vertebrate
<	two cat	two vertebrate
<	two bird	two vertebrate
<	two crow	two vertebrate
<	two bark	two vertebrate
<	two puppy	two vertebrate
<	two feline	two vertebrate
<	two human	two vertebrate
<	two mammal	two vertebrate
<	two snail	two invertebrate
<	two cat	two feline
<	two hippo	two mobile
<	two ape	two mobile
<	two animal	two mobile
<	two dog	two mobile
<	two cat	two mobile
<	two bird	two mobile
<	two crow	two mobile
<	two snail	two mobile
<	two vertebrate	two mobile
<	two bark	two mobile
<	two puppy	two mobile
<	two feline	two mobile
<	two human	two mobile
<	two animate	two mobile
<	two mammal	two mobile
<	two hungry	two live
<	two bark	two live
<	two French	two European
<	two Parisian	two European
<	two Parisian	two French
<	two hungry	two animate
<	two bark	two animate
<	two sofa	two inanimate
<	two couch	two inanimate
<	two immobile	two inanimate
<	two dead	two inanimate
<	two seat	two inanimate
<	two bench	two inanimate
<	two woody	two inanimate
<	two plant	two inanimate
<	two tree	two inanimate
<	two oak	two inanimate
<	two bush	two inanimate
<	two sofa	two seat
<	two couch	two seat
<	two bench	two seat
<	two tree	two plant
<	two oak	two plant
<	two bush	two plant
<	two oak	two tree
<	two hippo	two destructible
<	two ape	two destructible
<	two animal	two destructible
<	two dog	two destructible
<	two cat	two destructible
<	two bird	two destructible
<	two crow	two destructible
<	two sofa	two destructible
<	two couch	two destructible
<	two snail	two destructible
<	two vertebrate	two destructible
<	two invertebrate	two destructible
<	two bark	two destructible
<	two puppy	two destructible
<	two feline	two destructible
<	two dead	two destructible
<	two live	two destructible
<	two human	two destructible
<	two animate	two destructible
<	two seat	two destructible
<	two bench	two destructible
<	two woody	two destructible
<	two plant	two destructible
<	two tree	two destructible
<	two oak	two destructible
<	two bush	two destructible
<	two mammal	two destructible
<	two hippo	two mammal
<	two ape	two mammal
<	two dog	two mammal
<	two cat	two mammal
<	two bark	two mammal
<	two puppy	two mammal
<	two feline	two mammal
<	two human	two mammal
