|	bark hippo	not hippo
|	bark hungry	not hungry
|	bark non-ape	not non-ape
|	bark ape	not ape
|	bark animal	not animal
|	bark dog	not dog
|	bark cat	not cat
|	bark unable	not unable
|	bark able	not able
|	bark Thai	not Thai
|	bark Asian	not Asian
|	bark bird	not bird
|	bark crow	not crow
|	bark sofa	not sofa
|	bark couch	not couch
|	bark snail	not snail
|	bark vertebrate	not vertebrate
|	bark invertebrate	not invertebrate
|	bark bark	not bark
|	bark puppy	not puppy
|	bark feline	not feline
|	bark mobile	not mobile
|	bark immobile	not immobile
|	bark dead	not dead
|	bark live	not live
|	bark European	not European
|	bark French	not French
|	bark Parisian	not Parisian
|	bark human	not human
|	bark animate	not animate
|	bark inanimate	not inanimate
|	bark seat	not seat
|	bark bench	not bench
|	bark woody	not woody
|	bark plant	not plant
|	bark tree	not tree
|	bark oak	not oak
|	bark bush	not bush
|	bark destructible	not destructible
|	bark indestructible	not indestructible
|	bark mammal	not mammal
