% BQ all-some able
<	( all hippo ) able	( some hippo ) able	
<	( all hungry ) able	( some hungry ) able	
<	( all non-ape ) able	( some non-ape ) able	
<	( all ape ) able	( some ape ) able	
<	( all animal ) able	( some animal ) able	
<	( all dog ) able	( some dog ) able	
<	( all cat ) able	( some cat ) able	
% <	( all unable ) able	( some unable ) able	
% <	( all able ) able	( some able ) able	
<	( all Thai ) able	( some Thai ) able	
<	( all Asian ) able	( some Asian ) able	
<	( all bird ) able	( some bird ) able	
<	( all crow ) able	( some crow ) able	
<	( all sofa ) able	( some sofa ) able	
<	( all couch ) able	( some couch ) able	
<	( all snail ) able	( some snail ) able	
<	( all vertebrate ) able	( some vertebrate ) able	
<	( all invertebrate ) able	( some invertebrate ) able	
<	( all able ) able	( some able ) able	
<	( all puppy ) able	( some puppy ) able	
<	( all feline ) able	( some feline ) able	
<	( all mobile ) able	( some mobile ) able	
<	( all immobile ) able	( some immobile ) able	
<	( all dead ) able	( some dead ) able	
<	( all live ) able	( some live ) able	
<	( all European ) able	( some European ) able	
<	( all French ) able	( some French ) able	
<	( all Parisian ) able	( some Parisian ) able	
<	( all human ) able	( some human ) able	
<	( all animate ) able	( some animate ) able	
<	( all inanimate ) able	( some inanimate ) able	
<	( all seat ) able	( some seat ) able	
<	( all bench ) able	( some bench ) able	
<	( all woody ) able	( some woody ) able	
<	( all plant ) able	( some plant ) able	
<	( all tree ) able	( some tree ) able	
<	( all oak ) able	( some oak ) able	
<	( all bush ) able	( some bush ) able	
<	( all destructible ) able	( some destructible ) able	
<	( all indestructible ) able	( some indestructible ) able	
<	( all mammal ) able	( some mammal ) able	
