=	0	0	?
#	0	4	?
#	0	8	?
#	0	9	?
#	0	14	?
#	0	38	?
#	0	60	?
#	0	66	?
#	0	70	?
#	2	48	?
#	3	60	?
#	4	0	?
=	4	4	?
v	4	8	?
#	4	26	?
#	4	37	?
=	6	6	?
=	6	7	?
#	6	36	?
#	6	53	?
|	6	78	?
=	7	6	?
=	7	7	?
v	7	8	?
#	7	18	?
<	7	19	?
#	7	49	?
#	7	53	?
#	7	54	?
#	7	58	?
#	7	59	?
#	7	62	?
#	7	69	?
|	7	78	?
#	8	0	?
v	8	4	?
v	8	7	?
#	8	9	?
#	8	11	?
#	8	26	?
=	8	48	?
#	8	56	?
#	8	67	?
#	8	70	?
>	8	78	?
#	9	0	?
#	9	8	?
=	9	9	?
#	9	21	?
#	9	26	?
|	9	28	?
#	9	31	?
#	9	67	?
#	9	74	?
#	10	33	?
|	10	70	?
#	10	74	?
#	11	8	?
#	11	14	?
#	11	37	?
#	11	45	?
#	11	65	?
#	11	74	?
#	12	14	?
#	12	67	?
#	14	0	?
#	14	11	?
#	14	12	?
#	14	21	?
#	14	36	?
#	14	48	?
#	14	72	?
<	15	59	?
^	17	35	?
^	17	41	?
^	17	50	?
#	18	7	?
#	18	33	?
#	18	59	?
#	18	68	?
>	19	7	?
=	19	19	?
^	19	78	?
#	20	33	?
#	21	9	?
#	21	14	?
#	21	23	?
v	21	46	?
#	21	59	?
#	21	67	?
>	21	79	?
#	23	21	?
#	23	57	?
<	25	51	?
#	26	4	?
#	26	8	?
#	26	9	?
=	26	26	?
#	26	33	?
<	26	44	?
>	26	45	?
#	26	48	?
#	26	57	?
#	26	65	?
#	26	74	?
#	26	76	?
>	27	36	?
#	27	48	?
|	28	9	?
#	28	57	?
#	29	33	?
v	30	38	?
#	31	9	?
#	31	34	?
#	31	43	?
#	31	45	?
#	31	55	?
#	31	59	?
#	33	10	?
#	33	18	?
#	33	20	?
#	33	26	?
#	33	29	?
>	33	48	?
#	33	49	?
<	33	57	?
#	33	58	?
#	33	67	?
#	33	69	?
#	33	74	?
#	33	77	?
#	34	31	?
^	35	17	?
#	36	6	?
#	36	14	?
<	36	27	?
#	36	44	?
v	36	53	?
<	36	63	?
#	37	4	?
#	37	11	?
|	37	53	?
#	37	59	?
=	37	65	?
#	38	0	?
v	38	30	?
#	38	53	?
v	38	56	?
#	40	72	?
^	41	17	?
#	43	31	?
>	44	26	?
#	44	36	?
v	44	54	?
>	44	62	?
#	44	65	?
#	45	11	?
<	45	26	?
#	45	31	?
v	46	21	?
#	48	2	?
=	48	8	?
#	48	14	?
#	48	26	?
#	48	27	?
<	48	33	?
=	48	48	?
#	48	53	?
<	48	57	?
#	48	66	?
#	48	74	?
#	48	75	?
#	49	7	?
#	49	33	?
^	50	17	?
>	51	25	?
#	51	53	?
#	53	6	?
#	53	7	?
v	53	36	?
|	53	37	?
#	53	38	?
#	53	48	?
#	53	51	?
=	53	53	?
#	53	57	?
#	53	60	?
|	53	65	?
=	53	74	?
#	54	7	?
v	54	44	?
#	55	31	?
#	56	8	?
v	56	38	?
>	56	60	?
#	57	23	?
#	57	26	?
#	57	28	?
>	57	33	?
>	57	48	?
#	57	53	?
#	57	68	?
#	58	7	?
#	58	33	?
#	59	7	?
>	59	15	?
#	59	18	?
#	59	21	?
#	59	31	?
#	59	37	?
#	59	76	?
#	60	0	?
#	60	3	?
#	60	53	?
<	60	56	?
#	62	7	?
<	62	44	?
>	63	36	?
#	65	11	?
#	65	26	?
=	65	37	?
#	65	44	?
|	65	53	?
=	65	65	?
#	66	0	?
#	66	48	?
#	67	8	?
#	67	9	?
#	67	12	?
#	67	21	?
#	67	33	?
#	67	72	?
<	67	74	?
#	68	18	?
#	68	57	?
=	68	68	?
#	69	7	?
#	69	33	?
#	70	0	?
#	70	8	?
|	70	10	?
=	70	70	?
#	72	14	?
#	72	40	?
#	72	67	?
#	74	9	?
#	74	10	?
#	74	11	?
#	74	26	?
#	74	33	?
#	74	48	?
=	74	53	?
>	74	67	?
=	74	74	?
#	74	77	?
#	75	48	?
#	76	26	?
#	76	59	?
#	77	33	?
#	77	74	?
=	77	77	?
|	78	6	?
|	78	7	?
<	78	8	?
^	78	19	?
=	78	78	?
<	79	21	?
