|	0	1	|
|	0	6	#
<	0	7	#
|	0	8	|
|	1	0	#
=	1	1	=
|	1	2	#
|	1	3	|
<	1	4	<
<	1	6	<
<	1	9	<
<	1	10	<
#	1	12	|
#	1	13	^
|	2	1	|
=	2	2	#
^	2	4	#
<	2	5	<
|	2	6	#
|	2	8	|
<	2	11	<
|	3	2	#
#	3	6	#
#	3	7	#
#	3	10	<
#	3	11	<
v	4	7	#
>	4	8	>
#	4	10	=
v	4	11	v
>	4	12	>
v	4	13	v
>	5	1	>
>	5	2	>
v	5	3	#
v	5	4	v
=	5	5	#
v	5	6	v
v	5	7	v
>	5	8	>
=	5	9	#
v	5	10	v
<	6	4	<
v	6	5	#
>	6	8	>
v	6	9	v
<	6	10	<
v	6	11	v
>	7	0	#
|	7	1	#
>	7	2	#
v	7	5	#
=	7	7	#
#	7	10	v
#	7	12	|
|	8	0	|
=	8	1	=
|	8	3	|
<	8	4	<
<	8	5	<
<	8	6	<
<	8	9	<
#	8	11	^
^	8	13	^
>	9	0	#
>	9	1	>
v	9	6	#
v	9	7	#
>	9	8	>
v	9	11	v
>	9	12	>
>	10	1	>
#	10	4	=
#	10	6	>
=	10	10	=
v	10	11	v
v	10	13	v
^	11	1	^
>	11	3	>
v	11	4	v
#	11	7	>
#	11	8	^
v	11	9	v
v	11	10	v
=	11	11	=
=	11	13	=
#	12	0	|
#	12	1	|
#	12	2	|
#	12	6	|
<	12	9	<
#	12	12	=
#	13	1	^
>	13	3	>
#	13	5	v
v	13	6	v
v	13	9	v
v	13	10	v
