=	0	0	?
>	0	18	?
v	0	26	?
#	0	32	?
#	0	33	?
#	0	36	?
>	0	45	?
^	0	50	?
#	0	53	?
^	0	58	?
#	0	65	?
#	0	72	?
#	0	78	?
v	1	36	?
v	2	36	?
>	3	12	?
#	5	43	?
=	6	6	?
v	6	7	?
#	6	9	?
#	6	35	?
#	6	36	?
>	6	38	?
#	6	42	?
#	6	51	?
#	6	57	?
#	6	66	?
#	6	70	?
#	6	79	?
v	7	6	?
#	7	37	?
#	7	58	?
#	7	79	?
=	8	8	?
#	8	14	?
#	8	43	?
#	8	53	?
^	8	61	?
<	8	69	?
#	8	70	?
#	8	72	?
#	9	6	?
#	9	22	?
#	9	30	?
#	9	33	?
#	9	42	?
#	9	65	?
#	10	63	?
#	10	72	?
|	11	25	?
<	11	30	?
#	11	35	?
#	11	37	?
|	11	52	?
#	11	68	?
#	11	69	?
#	11	79	?
<	12	3	?
#	12	53	?
#	12	65	?
#	12	72	?
#	13	30	?
#	13	42	?
#	14	8	?
#	14	24	?
#	14	36	?
#	14	53	?
#	14	54	?
|	14	57	?
^	14	65	?
#	14	72	?
|	14	73	?
#	15	71	?
#	16	32	?
^	16	35	?
>	16	69	?
#	16	70	?
<	17	32	?
=	17	77	?
<	18	0	?
#	19	72	?
#	21	42	?
#	22	9	?
=	22	22	?
#	22	33	?
#	22	40	?
#	22	61	?
#	22	68	?
#	22	69	?
#	23	75	?
#	24	14	?
#	24	32	?
#	24	37	?
#	24	42	?
#	24	51	?
#	24	57	?
#	24	61	?
v	24	62	?
#	24	66	?
#	24	70	?
#	24	73	?
#	24	78	?
#	24	79	?
|	25	11	?
v	26	0	?
#	28	62	?
#	28	63	?
#	28	65	?
#	29	78	?
#	30	9	?
>	30	11	?
#	30	13	?
=	30	30	?
#	30	35	?
#	30	55	?
<	31	32	?
|	31	48	?
<	31	57	?
#	32	0	?
#	32	16	?
>	32	17	?
#	32	24	?
>	32	31	?
=	32	32	?
#	32	37	?
=	32	57	?
#	32	69	?
#	33	0	?
#	33	9	?
#	33	22	?
=	33	33	?
#	33	37	?
^	33	53	?
#	33	54	?
#	33	61	?
#	33	65	?
#	33	69	?
#	33	70	?
#	35	6	?
#	35	11	?
^	35	16	?
#	35	30	?
#	35	40	?
#	35	41	?
#	35	42	?
#	35	43	?
#	35	54	?
#	35	70	?
#	35	72	?
#	35	79	?
#	36	0	?
v	36	1	?
v	36	2	?
#	36	6	?
#	36	14	?
#	36	42	?
#	36	54	?
>	36	56	?
|	36	57	?
#	36	61	?
<	36	62	?
<	36	68	?
<	36	69	?
#	36	70	?
#	36	72	?
#	36	79	?
#	37	7	?
#	37	11	?
#	37	24	?
#	37	32	?
#	37	33	?
=	37	37	?
#	37	38	?
#	37	41	?
#	37	42	?
#	37	53	?
<	37	61	?
<	38	6	?
#	38	37	?
#	38	79	?
#	39	43	?
#	40	22	?
#	40	35	?
^	40	68	?
|	40	69	?
#	41	35	?
#	41	37	?
#	41	43	?
#	41	48	?
|	41	52	?
#	41	69	?
#	41	73	?
|	41	79	?
#	42	6	?
#	42	9	?
#	42	13	?
#	42	21	?
#	42	24	?
#	42	35	?
#	42	36	?
#	42	37	?
=	42	42	?
#	42	55	?
#	42	60	?
#	42	69	?
#	42	70	?
#	43	5	?
#	43	8	?
#	43	35	?
#	43	39	?
#	43	41	?
<	43	48	?
#	43	53	?
#	43	54	?
#	43	68	?
#	43	70	?
#	43	73	?
|	44	48	?
<	45	0	?
#	46	51	?
#	46	53	?
#	46	63	?
#	46	65	?
#	46	66	?
v	46	68	?
^	46	69	?
#	46	76	?
#	46	79	?
#	47	58	?
|	48	31	?
#	48	41	?
>	48	43	?
|	48	44	?
#	48	53	?
#	48	61	?
#	48	65	?
#	48	70	?
v	48	72	?
^	50	0	?
#	50	54	?
#	50	65	?
#	51	6	?
#	51	24	?
#	51	46	?
|	52	11	?
|	52	41	?
=	52	52	?
#	53	0	?
#	53	8	?
#	53	12	?
#	53	14	?
^	53	33	?
#	53	37	?
#	53	43	?
#	53	46	?
#	53	48	?
=	53	53	?
#	53	70	?
#	54	14	?
#	54	33	?
#	54	35	?
#	54	36	?
#	54	43	?
#	54	50	?
#	54	57	?
#	54	58	?
#	54	69	?
#	54	72	?
#	55	30	?
#	55	42	?
<	56	36	?
#	57	6	?
|	57	14	?
#	57	24	?
>	57	31	?
=	57	32	?
|	57	36	?
#	57	54	?
#	57	61	?
#	57	62	?
<	57	65	?
#	57	78	?
^	58	0	?
#	58	7	?
#	58	47	?
#	58	54	?
#	58	65	?
#	59	62	?
#	59	65	?
#	60	42	?
^	61	8	?
#	61	22	?
#	61	24	?
#	61	33	?
#	61	36	?
>	61	37	?
#	61	48	?
#	61	57	?
<	61	67	?
v	62	24	?
#	62	28	?
>	62	36	?
#	62	57	?
#	62	59	?
#	62	64	?
#	62	65	?
v	62	67	?
#	63	10	?
#	63	28	?
#	63	46	?
#	64	62	?
#	64	65	?
#	65	0	?
#	65	9	?
#	65	12	?
^	65	14	?
#	65	28	?
#	65	33	?
#	65	46	?
#	65	48	?
#	65	50	?
>	65	57	?
#	65	58	?
#	65	59	?
#	65	62	?
#	65	64	?
#	65	67	?
#	66	6	?
#	66	24	?
#	66	46	?
>	67	61	?
v	67	62	?
#	67	65	?
=	67	67	?
#	67	70	?
>	67	72	?
