v	0	1	?
>	0	55	?
#	0	68	?
v	1	0	?
#	1	4	?
#	1	76	?
#	4	1	?
#	4	20	?
|	4	22	?
#	4	28	?
#	4	33	?
<	4	46	?
<	4	52	?
#	4	67	?
|	9	10	?
|	10	9	?
#	10	48	?
#	10	62	?
#	10	64	?
#	10	69	?
=	11	11	?
#	11	33	?
#	11	48	?
v	11	49	?
v	11	66	?
#	11	67	?
#	11	72	?
>	11	73	?
#	12	29	?
=	13	13	?
#	13	15	?
=	13	34	?
v	13	51	?
#	13	62	?
#	13	64	?
#	13	69	?
#	13	70	?
=	14	14	?
#	15	13	?
=	15	15	?
#	15	49	?
#	15	51	?
<	15	55	?
#	15	62	?
^	15	66	?
#	15	70	?
#	15	72	?
=	15	73	?
#	16	21	?
#	16	38	?
#	16	76	?
|	17	39	?
#	18	34	?
#	18	41	?
#	18	44	?
#	18	63	?
#	19	49	?
#	19	62	?
#	20	4	?
#	20	24	?
#	20	76	?
#	21	16	?
#	21	56	?
#	21	68	?
|	22	4	?
#	22	28	?
#	22	49	?
#	22	51	?
^	22	52	?
v	22	55	?
#	23	33	?
#	23	49	?
#	23	62	?
#	24	20	?
v	24	65	?
<	25	47	?
#	26	68	?
#	26	72	?
#	26	74	?
#	28	4	?
#	28	22	?
#	28	30	?
#	28	36	?
#	28	46	?
#	28	49	?
#	28	51	?
#	28	62	?
#	28	65	?
#	28	68	?
#	28	72	?
#	28	74	?
#	29	12	?
#	29	72	?
#	30	28	?
#	30	43	?
#	31	51	?
#	33	4	?
#	33	11	?
#	33	23	?
v	33	34	?
#	33	69	?
=	34	13	?
#	34	18	?
v	34	33	?
#	34	55	?
#	34	62	?
>	34	67	?
=	35	35	?
<	35	68	?
#	36	28	?
#	36	72	?
#	38	16	?
#	38	52	?
#	38	55	?
#	38	62	?
#	38	68	?
|	39	17	?
=	39	39	?
<	39	69	?
|	39	76	?
#	40	46	?
#	41	18	?
#	41	66	?
#	42	72	?
#	43	30	?
#	44	18	?
#	45	62	?
#	45	72	?
>	46	4	?
#	46	28	?
#	46	40	?
#	46	49	?
#	46	51	?
=	46	52	?
<	46	55	?
>	47	25	?
=	47	47	?
#	47	48	?
>	47	60	?
#	47	66	?
#	47	73	?
#	48	10	?
#	48	11	?
#	48	47	?
<	48	49	?
#	48	62	?
v	49	11	?
#	49	15	?
#	49	19	?
#	49	22	?
#	49	23	?
#	49	28	?
#	49	46	?
>	49	48	?
#	49	51	?
#	49	76	?
=	50	50	?
^	50	70	?
v	51	13	?
#	51	15	?
#	51	22	?
#	51	28	?
#	51	31	?
#	51	46	?
#	51	49	?
#	51	59	?
#	51	64	?
^	51	68	?
>	52	4	?
^	52	22	?
#	52	38	?
=	52	46	?
=	52	52	?
<	52	64	?
#	52	70	?
#	54	68	?
#	54	72	?
<	54	73	?
<	55	0	?
>	55	15	?
v	55	22	?
#	55	34	?
#	55	38	?
>	55	46	?
#	55	68	?
#	55	76	?
<	55	77	?
#	56	21	?
#	56	76	?
#	57	76	?
#	59	51	?
<	60	47	?
#	62	10	?
#	62	13	?
#	62	15	?
#	62	19	?
#	62	23	?
#	62	28	?
#	62	34	?
#	62	38	?
#	62	45	?
#	62	48	?
=	62	62	?
#	62	63	?
#	62	68	?
#	62	72	?
#	62	78	?
#	63	18	?
#	63	62	?
=	63	63	?
#	63	68	?
#	64	10	?
#	64	13	?
#	64	51	?
>	64	52	?
=	64	64	?
v	65	24	?
#	65	28	?
v	66	11	?
^	66	15	?
#	66	41	?
#	66	47	?
#	67	4	?
#	67	11	?
<	67	34	?
#	67	69	?
#	68	0	?
#	68	21	?
#	68	26	?
#	68	28	?
>	68	35	?
#	68	38	?
^	68	51	?
#	68	54	?
#	68	55	?
#	68	62	?
#	68	63	?
=	68	68	?
#	68	77	?
#	69	10	?
#	69	13	?
#	69	33	?
>	69	39	?
#	69	67	?
=	69	69	?
#	70	13	?
#	70	15	?
^	70	50	?
#	70	52	?
#	72	11	?
#	72	15	?
#	72	26	?
#	72	28	?
#	72	29	?
#	72	36	?
#	72	42	?
#	72	45	?
#	72	54	?
#	72	62	?
=	72	72	?
#	72	74	?
<	73	11	?
=	73	15	?
#	73	47	?
>	73	54	?
#	74	26	?
#	74	28	?
#	74	72	?
#	76	1	?
#	76	16	?
#	76	20	?
|	76	39	?
#	76	49	?
#	76	55	?
#	76	56	?
#	76	57	?
>	77	55	?
#	77	68	?
#	78	62	?
