=	1	1	=
|	1	2	|
|	1	4	|
<	1	7	#
|	1	8	|
|	1	9	|
#	1	13	<
#	1	14	^
|	2	1	|
=	2	2	#
|	2	3	|
<	2	5	#
|	2	7	#
<	2	8	<
<	2	11	<
<	2	12	<
<	2	14	<
=	3	3	=
<	3	6	#
|	3	7	#
#	3	10	<
#	3	12	^
<	3	13	<
|	4	1	|
|	4	2	#
|	4	5	|
<	4	7	#
<	4	9	<
#	4	11	^
<	4	13	<
>	5	1	>
|	5	3	#
|	5	4	#
=	5	5	#
#	5	8	#
#	5	9	#
#	5	13	v
v	5	14	v
>	6	1	#
|	6	2	#
>	6	3	>
#	6	7	#
#	6	10	#
v	6	12	v
#	6	13	<
>	7	1	>
>	7	4	>
#	7	5	#
#	7	6	#
=	7	7	#
^	7	8	#
#	7	10	#
v	7	11	v
<	7	12	<
v	7	14	v
|	8	1	|
>	8	3	>
#	8	5	#
=	8	8	#
#	8	9	#
#	8	10	#
v	8	12	v
<	8	14	<
|	9	3	|
>	9	4	>
#	9	7	#
=	9	9	#
v	9	11	v
<	9	12	<
#	10	2	|
#	10	5	^
#	10	6	#
#	10	8	#
#	10	9	#
#	10	11	v
<	10	14	<
>	11	1	>
#	11	4	^
>	11	5	>
#	11	6	>
v	11	9	v
=	11	11	=
v	11	13	v
v	11	14	v
>	12	1	>
#	12	2	>
#	12	3	^
#	12	5	>
#	12	8	v
#	12	11	v
#	13	7	>
#	14	1	^
>	14	2	>
#	14	5	v
#	14	6	v
>	14	9	>
#	14	12	v
=	14	14	=
