=	1	1	=
|	1	2	|
|	1	3	|
|	1	4	|
<	1	5	<
<	1	6	<
<	1	7	<
|	1	8	|
|	1	9	|
|	1	10	|
<	1	11	<
<	1	12	<
<	1	13	<
#	1	14	^
|	2	1	|
=	2	2	=
|	2	3	|
|	2	4	|
<	2	5	<
|	2	6	|
|	2	7	|
<	2	8	<
<	2	9	<
|	2	10	|
<	2	11	<
<	2	12	<
#	2	13	^
<	2	14	<
|	3	1	|
|	3	2	|
=	3	3	=
|	3	4	|
|	3	5	|
<	3	6	<
|	3	7	|
<	3	8	<
|	3	9	|
<	3	10	<
<	3	11	<
#	3	12	^
<	3	13	<
<	3	14	<
|	4	1	|
|	4	2	|
|	4	3	|
=	4	4	=
|	4	5	|
|	4	6	|
<	4	7	<
|	4	8	|
<	4	9	<
<	4	10	<
#	4	11	^
<	4	12	<
<	4	13	<
<	4	14	<
>	5	1	>
>	5	2	>
|	5	3	|
|	5	4	|
=	5	5	=
#	5	6	#
#	5	7	#
#	5	8	#
#	5	9	#
#	5	10	^
<	5	11	<
<	5	12	<
v	5	13	v
v	5	14	v
>	6	1	>
|	6	2	|
>	6	3	>
|	6	4	|
#	6	5	#
=	6	6	=
#	6	7	#
#	6	8	#
^	6	9	#
#	6	10	#
<	6	11	<
v	6	12	v
<	6	13	<
v	6	14	v
>	7	1	>
|	7	2	|
|	7	3	|
>	7	4	>
#	7	5	#
#	7	6	#
=	7	7	=
^	7	8	#
#	7	9	#
#	7	10	#
v	7	11	v
<	7	12	<
<	7	13	<
v	7	14	v
|	8	1	|
>	8	2	>
>	8	3	>
|	8	4	|
#	8	5	#
#	8	6	#
^	8	7	#
=	8	8	=
#	8	9	#
#	8	10	#
<	8	11	<
v	8	12	v
v	8	13	v
<	8	14	<
|	9	1	|
>	9	2	>
|	9	3	|
>	9	4	>
#	9	5	#
^	9	6	#
#	9	7	#
#	9	8	#
=	9	9	=
#	9	10	#
v	9	11	v
<	9	12	<
v	9	13	v
<	9	14	<
|	10	1	|
|	10	2	|
>	10	3	>
>	10	4	>
#	10	5	^
#	10	6	#
#	10	7	#
#	10	8	#
#	10	9	#
=	10	10	=
v	10	11	v
v	10	12	v
<	10	13	<
<	10	14	<
>	11	1	>
>	11	2	>
>	11	3	>
#	11	4	^
>	11	5	>
>	11	6	>
v	11	7	v
>	11	8	>
v	11	9	v
v	11	10	v
=	11	11	=
v	11	12	v
v	11	13	v
v	11	14	v
>	12	1	>
>	12	2	>
#	12	3	^
>	12	4	>
>	12	5	>
v	12	6	v
>	12	7	>
v	12	8	v
>	12	9	>
v	12	10	v
v	12	11	v
=	12	12	=
v	12	13	v
v	12	14	v
>	13	1	>
#	13	2	^
>	13	3	>
>	13	4	>
v	13	5	v
>	13	6	>
>	13	7	>
v	13	8	v
v	13	9	v
>	13	10	>
v	13	11	v
v	13	12	v
=	13	13	=
v	13	14	v
#	14	1	^
>	14	2	>
>	14	3	>
>	14	4	>
v	14	5	v
v	14	6	v
v	14	7	v
>	14	8	>
>	14	9	>
>	14	10	>
v	14	11	v
v	14	12	v
v	14	13	v
=	14	14	=
